sentence,label,label_idx
How does the vaccine effect reproduction?,Will the vaccine make me sterile or infertile?,86
"Will the vaccine make me sterile, infertile, barren or unproductive?",Will the vaccine make me sterile or infertile?,86
"I heard the vaccine causes miscarriages, can I take something to prevent this?",Will the vaccine make me sterile or infertile?,86
J&J and Moderna will have a booster,Will there be a booster shot for J&J and Moderna?,168
Can J&J and Moderna release a booster shot?,Will there be a booster shot for J&J and Moderna?,168
are J&J and Moderna going to release a booster shot?,Will there be a booster shot for J&J and Moderna?,168
Will there be a booster shot for J&J and Moderna in future?,Will there be a booster shot for J&J and Moderna?,168
Is the booster shot going to take place for J&J and Moderna?,Will there be a booster shot for J&J and Moderna?,168
Will there be a booster for J&J and Moderna?,Will there be a booster shot for J&J and Moderna?,168
Are J&J and Moderna going to be released in developed versions?,Will there be a booster shot for J&J and Moderna?,168
Will there be anew thing  for J&J and Moderna?,Will there be a booster shot for J&J and Moderna?,168
Will we see a booster shot of &J and Moderna?,Will there be a booster shot for J&J and Moderna?,168
will there be a developed versions of J&J and Moderna?,Will there be a booster shot for J&J and Moderna?,168
Will the Johnson & Johnson vaccine require a booster?,Will there be a booster shot for J&J and Moderna?,168
i think there will be a booster shot for J&J and Moderna?,Will there be a booster shot for J&J and Moderna?,168
Will there be a booster shot for J&J and Moderna?,Will there be a booster shot for J&J and Moderna?,168
there is going to be a booster shot for J&J and Moderna,Will there be a booster shot for J&J and Moderna?,168
"Americans who received the coronavirus vaccines from Pfizer-BioNTech or Moderna should receive a booster shot eight months after their second dose of the vaccine, federal health authorities said last week.",Will there be a booster shot for J&J and Moderna?,168
Is J&J and Moderna getting a booster shot,Will there be a booster shot for J&J and Moderna?,168
Why didn't the authorities recommend boosters for people who received the Johnson & Johnson vaccine?,Will there be a booster shot for J&J and Moderna?,168
How effective is the Johnson & Johnson vaccine?,Will there be a booster shot for J&J and Moderna?,168
unfortunately the new strains that are being studied are more contagious and avoid vaccines,Will vaccination lead to more dangerous variants?,123
"If vaccines cause harm to people and new variants, will the government take responsibility?",Will vaccination lead to more dangerous variants?,123
What is the most serious side effect caused by the vaccine?,Will vaccination lead to more dangerous variants?,123
Is there really a way to eradicate covid 19 without complications?,Will vaccination lead to more dangerous variants?,123
the side effects that the vaccine will create will depend on the health of the person,Will vaccination lead to more dangerous variants?,123
Can the virus mutate and become resistant to the new vaccine?,Will vaccination lead to more dangerous variants?,123
What if I don't want to give my child the vaccine,Will vaccination lead to more dangerous variants?,123
Will vaccination lead to more dangerous variants?,Will vaccination lead to more dangerous variants?,123
What margin of people have been affected by the vaccine?,Will vaccination lead to more dangerous variants?,123
it is absolutely necessary to put it in children,Will vaccination lead to more dangerous variants?,123
you may get side effects when you get the vaccine,Will vaccination lead to more dangerous variants?,123
What variants can this new vaccine produce?,Will vaccination lead to more dangerous variants?,123
Is it possible that vaccination will result in more hazardous variants?,Will vaccination lead to more dangerous variants?,123
"Does the virus mutate the most dangerous, because of the vaccine?",Will vaccination lead to more dangerous variants?,123
"How many new strains of covid 19 can be formed after vaccination, the virus can mutate to become resistant to the vaccine?",Will vaccination lead to more dangerous variants?,123
Are the changes in the virus due to the vaccine?,Will vaccination lead to more dangerous variants?,123
A new study finds that the Pfizer COVID-19 vaccine is likely effective against new variants,Will vaccination lead to more dangerous variants?,123
Can new variants of covid 19 be created due to the new vaccine?,Will vaccination lead to more dangerous variants?,123
There are already many cases in different countries where vaccination is complicating things and is not working as a definitive solution,Will vaccination lead to more dangerous variants?,123
the primary vaccine is responsible for preventing the spread of covid,Will vaccination lead to more dangerous variants?,123
Will vaccination result in the emergence of more harmful variants?,Will vaccination lead to more dangerous variants?,123
Is it possible that vaccination will result in the emergence of more harmful variants?,Will vaccination lead to more dangerous variants?,123
this vaccine will not produce another mutated virus,Will vaccination lead to more dangerous variants?,123
"What is covid19 all about, I don't know what it is?",what is covid?,97
How is covid different from a cold or flu,what is covid?,97
What on earth is Covid? I hear it talked about a lot.,what is covid?,97
"because covid is so dangerous, how is this virus spread",what is covid?,97
"In these dangerous health times, we should be aware of the concept of COVID.",what is covid?,97
Do health centers have information on what is covid?,what is covid?,97
what are the main symptoms of covid-19,what is covid?,97
Is there a website that explains what covid is?,what is covid?,97
What are the effects of covid?,what is covid?,97
covid-19,what is covid?,97
Can you tell me what covid is?,what is covid?,97
Is covid a disease that my pets can get as well as me?,what is covid?,97
How do I find out more information about covid?,what is covid?,97
"Covid is caused by a virus , most people will suffer mild to moderate symptoms.  However older people and those with underlying health conditions are more likely to develop serious symptoms that can result in death.",what is covid?,97
